movieid,Gross,USD,Title,Year,Genre
2297404,"GR: USD 115,648,585 (USA) (11 March 2001)",115648585,Remember the Titans (2000),2000,Biography
2298460,"GR: USD 179,891 (USA) (11 March 1984)",179891,Repo Man (1984),1984,Comedy
2298804,"GR: USD 3,609,278 (USA) (4 March 2001)",3609278,Requiem for a Dream (2000),2000,Drama
2299047,"GR: USD 2,687,008 (USA) (7 March 1993)",2687008,Reservoir Dogs (1992),1992,Crime
2299492,"GR: USD 4,100,000 (USA)",4100000,Restoration (1995),1995,Biography
2300333,"GR: USD 32,662,299 (USA) (17 September 2000)",32662299,Return to Me (2000),2000,Drama
2300354,"GR: USD 8,288,513 (USA) (27 September 1998)",8288513,Return to Paradise (1998),1998,Drama
2301689,"GR: USD 1,591,687 (USA) (23 March 1997)",1591687,Rhyme & Reason (1997),1997,Documentary
2302051,"GR: USD 2,600,000 (USA)",2600000,Richard III (1995),1995,Drama
2305025,"GR: USD 38,087,756 (USA)",38087756,Richie Rich (1994),1994,Comedy
2302418,"GR: USD 5,476,059 (USA) (26 April 1998)",5476059,Ride (1998),1998,Comedy
2302526,"GR: USD 630,779 (USA) (23 January 2000)",630779,Ride with the Devil (1999/I),1999,Drama
2302661,"GR: USD 2,503,829 (USA) (23 March 1997)",2503829,Ridicule (1996),1996,Comedy
2303621,"GR: USD 9,247,881 (USA) (7 February 1999)",9247881,Ringmaster (1998),1998,Comedy
2304264,"GR: USD 63,095,271 (USA)",63095271,Rising Sun (1993),1993,Action
2304330,"GR: USD 63,541,777 (USA) (11 December 1983)",63541777,Risky Business (1983),1983,Comedy
2305197,"GR: USD 68,525,609 (USA) (3 September 2000)",68525609,Road Trip (2000),2000,Adventure
2305466,"GR: USD 146,313 (USA) (3 May 1992)",146313,Roadside Prophets (1992),1992,Adventure
2305587,"GR: USD 31,600,000 (USA)",31600000,Rob Roy (1995),1995,Action
2305931,"GR: USD 32,056,467 (USA)",32056467,Robin Hood (1973),1973,Adventure
2305974,"GR: USD 35,699,287 (USA)",35699287,Robin Hood: Men in Tights (1993),1993,Adventure
2305976,"GR: USD 165,493,908 (USA) (31 May 2012)",165493908,Robin Hood: Prince of Thieves (1991),1991,Action
2306194,"GR: USD 53,356,612 (USA) (15 November 1987)",53356612,RoboCop (1987),1987,Action
2306197,"GR: USD 45,285,202 (USA) (30 September 1990)",45285202,RoboCop 2 (1990),1990,Action
2307228,"GR: USD 117,235,247 (USA)",117235247,Rocky (1976),1976,Drama
2307246,"GR: USD 6,390,537 (USA) (17 June 1979)",6390537,Rocky II (1979),1979,Drama
2307247,"GR: USD 902,228 (USA) (8 May 1983)",902228,Rocky III (1982),1982,Drama
2307248,"GR: USD 125,409,936 (USA) (13 April 1986)",125409936,Rocky IV (1985),1985,Drama
2307289,"GR: USD 40,123,474 (USA) (18 February 1991)",40123474,Rocky V (1990),1990,Drama
2307534,"GR: USD 445,328 (USA) (16 December 2012)",445328,Roger & Me (1989),1989,Documentary
2308229,"GR: USD 5,000,000 (USA) (January 1955)",5000000,Roman Holiday (1953),1953,Comedy
2308305,"GR: USD 1,282,941 (USA) (14 November 1999)",1282941,Romance (1999),1999,Drama
2308476,"GR: USD 75,078,260 (USA) (26 August 1984)",75078260,Romancing the Stone (1984),1984,Action
2308720,"GR: USD 46,338,728 (USA) (17 February 1997)",46338728,Romeo + Juliet (1996),1996,Drama
2308758,"GR: USD 38,901,218 (USA)",38901218,Romeo and Juliet (1968),1968,Drama
2308730,"GR: USD 55,973,336 (USA) (18 June 2000)",55973336,Romeo Must Die (2000),2000,Action
2308889,"GR: USD 175,340 (USA)",175340,Romper Stomper (1992),1992,Crime
2308916,"GR: USD 29,205,077 (USA) (17 August 1997)",29205077,Romy and Michele's High School Reunion (1997),1997,Comedy
2309076,"GR: USD 41,609,593 (USA) (14 February 1999)",41609593,Ronin (1998),1998,Action
2309427,"GR: USD 12,100,000 (USA)",12100000,Roommates (1995),1995,Comedy
2310074,"GR: USD 72,588 (USA) (13 July 1997)",72588,Roseanna's Grave (1997),1997,Comedy
2310119,"GR: USD 33,395,426 (USA) (1969)",33395426,Rosemary's Baby (1968),1968,Drama
2310159,"GR: USD 739,104 (USA)",739104,Rosencrantz & Guildenstern Are Dead (1990),1990,Comedy
2310222,"GR: USD 261,475 (USA) (30 January 2000)",261475,Rosetta (1999),1999,Drama
2310236,"GR: USD 13,104,494 (USA) (4 May 1997)",13104494,Rosewood (1997),1997,Action
2310722,"GR: USD 171,979 (USA) (15 June 1997)",171979,Rough Magic (1995),1995,Comedy
2310980,"GR: USD 22,905,674 (USA) (8 November 1998)",22905674,Rounders (1998),1998,Crime
2311879,"GR: USD 1,001,437 (USA)",1001437,Ruby in Paradise (1993),1993,Drama
2312345,"GR: USD 61,322,858 (USA) (6 August 2000)",61322858,Rules of Engagement (2000),2000,Action
2312852,"GR: USD 152,149,590 (USA) (9 January 2000)",152149590,Runaway Bride (1999),1999,Comedy
2312897,"GR: USD 7,936,012 (USA)",7936012,Runaway Train (1985),1985,Action
2313093,"GR: USD 37,696,491 (USA) (30 November 1986)",37696491,Running Scared (1986),1986,Action
2313464,"GR: USD 141,153,686 (USA) (21 February 1999)",141153686,Rush Hour (1998),1998,Action
2313519,"GR: USD 17,096,053 (USA) (13 June 1999)",17096053,Rushmore (1998),1998,Comedy
2313912,"GR: USD 71,233,101 (USA) (16 November 1986)",71233101,Ruthless People (1986),1986,Comedy
2316049,"GR: USD 53,458,319 (USA)",53458319,Sabrina (1995),1995,Comedy
2316742,"GR: USD 512,245 (USA)",512245,Safe (1995),1995,Drama
2316801,"GR: USD 1,607,319 (USA)",1607319,Safe Passage (1994),1994,Drama
2321373,"GR: USD 23,717,291 (USA) (12 January 1986)",23717291,Santa Claus (1985),1985,Adventure
2321525,"GR: USD 220,198 (USA) (5 December 1996)",220198,Santa with Muscles (1996),1996,Comedy
2321649,"GR: USD 12,131 (USA) (26 November 2000)",12131,Santitos (1999),1999,Comedy
2322051,"GR: USD 7,306,242 (USA)",7306242,Sarafina! (1992),1992,Drama
2324074,"GR: USD 12,115,757 (USA) (15 October 2000)",12115757,Saving Grace (2000),2000,Comedy
2324123,"GR: USD 216,540,909 (USA) (15 June 2012)",216540909,Saving Private Ryan (1998),1998,Action
2324198,"GR: USD 12,903 (USA) (29 November 1998)",12903,Savior (1998),1998,Drama
2325153,"GR: USD 156,997,084 (USA) (19 November 2000)",156997084,Scary Movie (2000),2000,Comedy
2325529,"GR: USD 63,895,607 (USA)",63895607,Scent of a Woman (1992),1992,Drama
2325897,"GR: USD 96,045,248 (USA) (25 September 1994)",96045248,Schindler's List (1993),1993,Biography
2325936,"GR: USD 10,580 (USA) (9 April 1997)",10580,Schizopolis (1996),1996,Comedy
2327740,"GR: USD 103,001,286 (USA) (20 July 1997)",103001286,Scream (1996),1996,Crime
2327746,"GR: USD 101,334,374 (USA) (21 June 1998)",101334374,Scream 2 (1997),1997,Horror
2327747,"GR: USD 89,138,076 (USA) (18 June 2000)",89138076,Scream 3 (2000),2000,Horror
2327816,"GR: USD 5,781,885 (USA)",5781885,Screamers (1995),1995,Action
2328405,"GR: USD 7,027,345 (USA) (8 June 2000)",7027345,Screwed (2000),2000,Comedy
2328882,"GR: USD 100,125,000 (USA)",100125000,Se7en (1995),1995,Crime
2329335,"GR: USD 7,266,383 (USA)",7266383,Searching for Bobby Fischer (1993),1993,Comedy
2329715,"GR: USD 86,115 (USA)",86115,Second Best (1994),1994,Drama
2330470,"GR: USD 13,417,292 (USA) (18 May 1997)",13417292,Secrets & Lies (1996),1996,Drama
2332489,"GR: USD 35,422,828 (USA) (29 June 1997)",35422828,Selena (1997),1997,Biography
2333344,"GR: USD 4,686,937 (USA)",4686937,Senior Trip (1995),1995,Adventure
2333494,"GR: USD 42,993,774 (USA)",42993774,Sense and Sensibility (1995),1995,Drama
2333527,"GR: USD 13,035,599 (USA) (10 May 1998)",13035599,Senseless (1998),1998,Comedy
2334625,"GR: USD 27,274,150 (USA) (1974)",27274150,Serpico (1973),1973,Biography
2335038,"GR: USD 36,049,108 (USA) (2 March 1997)",36049108,Set It Off (1996),1996,Action
2335264,"GR: USD 54,735 (USA) (15 August 1999)",54735,Seul contre tous (1998),1998,Crime
2335622,"GR: USD 37,901,509 (USA) (8 February 1998)",37901509,Seven Years in Tibet (1997),1997,Adventure
2336864,"GR: USD 24,741,700 (USA)",24741700,"Sex, Lies, and Videotape (1989)",1989,Drama
2337754,"GR: USD 30,356,793 (USA)",30356793,Sgt. Bilko (1996),1996,Comedy
2338199,"GR: USD 2,154,540 (USA) (9 February 1997)",2154540,Shadow Conspiracy (1997),1997,Action
2338484,"GR: USD 25,842,000 (USA)",25842000,Shadowlands (1993),1993,Biography
2338708,"GR: USD 70,334,258 (USA) (22 October 2000)",70334258,Shaft (2000),2000,Action
2338963,"GR: USD 100,241,322 (USA) (25 July 1999)",100241322,Shakespeare in Love (1998),1998,Comedy
2339103,"GR: USD 9,676,677 (USA) (19 January 1998)",9676677,Shall we dansu? (1996),1996,Comedy
2339111,"GR: USD 2,881,508 (USA)",2881508,Shallow Grave (1994),1994,Crime
2339246,"GR: USD 49,407,734 (USA)",49407734,Shampoo (1975),1975,Drama
2339477,"GR: USD 56,932,305 (USA) (1 October 2000)",56932305,Shanghai Noon (2000),2000,Action
2339491,"GR: USD 2,209,013 (USA) (26 October 1986)",2209013,Shanghai Surprise (1986),1986,Adventure
2340287,"GR: USD 102,523 (USA) (10 January 1999)",102523,Shattered Image (1998),1998,Crime
2341171,"GR: USD 15,351,421 (USA)",15351421,She-Devil (1989),1989,Comedy
2341509,"GR: USD 603,957 (USA) (20 July 1997)",603957,Shekvarebuli kulinaris ataserti retsepti (1996),1996,Comedy
2341003,"GR: USD 63,319,509 (USA) (27 June 1999)",63319509,She's All That (1999),1999,Comedy
2341046,"GR: USD 7,137,502 (USA) (15 February 1987)",7137502,She's Gotta Have It (1986),1986,Comedy
2341100,"GR: USD 7,221,836 (USA) (5 October 1997)",7221836,She's So Lovely (1997),1997,Drama
2341160,"GR: USD 9,449,219 (USA) (20 October 1996)",9449219,She's the One (1996),1996,Comedy
2342997,"GR: USD 35,811,509 (USA) (26 May 1997)",35811509,Shine (1996),1996,Biography
2344403,"GR: USD 302,204 (USA) (31 May 1998)",302204,Shooting Fish (1997),1997,Comedy
2344675,"GR: USD 6,110,979 (USA)",6110979,Short Cuts (1993),1993,Comedy
2345354,"GR: USD 20,350,754 (USA) (29 October 1995)",20350754,Showgirls (1995),1995,Drama
2345742,"GR: USD 8,332,431 (USA) (4 July 1999)",8332431,Shuang long hui (1992),1992,Action
2346707,"GR: USD 116,758 (USA) (27 June 1999)",116758,Sib (1998),1998,Drama
2346939,"GR: USD 2,826,523 (USA)",2826523,Sid and Nancy (1986),1986,Biography
2349123,"GR: USD 18,252,684 (USA) (27 December 1998)",18252684,Simon Birch (1998),1998,Comedy
2349163,"GR: USD 292,152 (USA) (3 October 1999)",292152,Simon Sez (1999),1999,Action
2349269,"GR: USD 902,144 (USA) (27 February 2000)",902144,Simpatico (1999),1999,Comedy
2349430,"GR: USD 4,394,936 (USA) (11 April 1999)",4394936,Simply Irresistible (1999),1999,Comedy
2350339,"GR: USD 48,017,402 (USA) (3 January 1993)",48017402,Single White Female (1992),1992,Drama
2350378,"GR: USD 18,472,850 (USA)",18472850,Singles (1992),1992,Comedy
2350992,"GR: USD 7,770,731 (USA)",7770731,Sirens (1993),1993,Comedy
2351245,"GR: USD 139,470,392 (USA) (20 December 1992)",139470392,Sister Act (1992),1992,Comedy
2351246,"GR: USD 57,319,029 (USA)",57319029,Sister Act 2: Back in the Habit (1993),1993,Comedy
2351693,"GR: USD 74,329,966 (USA) (25 October 1998)",74329966,Six Days Seven Nights (1998),1998,Action
2351845,"GR: USD 51,617 (USA) (30 May 1999)",51617,Six Ways to Sunday (1997),1997,Comedy
2351904,"GR: USD 124,494 (USA) (24 January 1999)",124494,Six-String Samurai (1998),1998,Action
2353641,"GR: USD 982,214 (USA) (20 December 1998)",982214,Slam (1998),1998,Drama
2315269,"GR: USD 299,200 (USA) (13 June 1999)",299200,SLC Punk! (1998),1998,Comedy
2354247,"GR: USD 53,300,852 (USA) (26 January 1997)",53300852,Sleepers (1996),1996,Crime
2354271,"GR: USD 10,161 (USA) (1987)",10161,Sleeping Beauty (1959),1959,Animation
2354392,"GR: USD 126,533,006 (USA)",126533006,Sleepless in Seattle (1993),1993,Comedy
2354396,GR: USD 329 (USA) (27 October 1996),329,Sleepover (1995),1995,Drama
2354464,"GR: USD 101,068,340 (USA) (7 May 2000)",101068340,Sleepy Hollow (1999),1999,Adventure
2354674,"GR: USD 11,883,495 (USA) (30 August 1998)",11883495,Sliding Doors (1998),1998,Comedy
2354792,"GR: USD 24,475,416 (USA) (27 July 1997)",24475416,Sling Blade (1996),1996,Drama
2354959,"GR: USD 36,300,000 (USA)",36300000,Sliver (1993),1993,Romance
2355303,"GR: USD 5,480,318 (USA) (6 December 1998)",5480318,Slums of Beverly Hills (1998),1998,Comedy
2355625,"GR: USD 53,955,614 (USA) (27 September 1998)",53955614,Small Soldiers (1998),1998,Action
2355661,"GR: USD 17,071,230 (USA) (6 August 2000)",17071230,Small Time Crooks (2000),2000,Comedy
2356134,"GR: USD 2,221,994 (USA) (27 April 1997)",2221994,Smilla's Sense of Snow (1997),1997,Action
2356287,"GR: USD 6,719,300 (USA) (18 October 1998)",6719300,Smoke Signals (1998),1998,Comedy
2356460,"GR: USD 57,033 (USA)",57033,Smoking/No Smoking (1993),1993,Comedy
2356755,"GR: USD 55,585,389 (USA) (20 December 1998)",55585389,Snake Eyes (1998),1998,Crime
2357240,"GR: USD 332,388 (USA) (20 December 1998)",332388,Snitch (1998),1998,Crime
2357424,"GR: USD 60,008,303 (USA) (4 July 2000)",60008303,Snow Day (2000),2000,Adventure
2357437,"GR: USD 14,378,353 (USA) (12 March 2000)",14378353,Snow Falling on Cedars (1999),1999,Drama
2357543,"GR: USD 41,634,000 (USA) (1993) (re-release)",41634000,Snow White and the Seven Dwarfs (1937),1937,Animation
2357676,"GR: USD 2,035,470 (USA) (8 December 1996)",2035470,Snowriders (1996),1996,Documentary
2357857,"GR: USD 11,585,483 (USA)",11585483,So I Married an Axe Murderer (1993),1993,Comedy
2358980,"GR: USD 11,132 (USA) (26 March 2000)",11132,Soft Fruit (1999),1999,Comedy
2359014,GR: USD 880 (USA) (12 March 2000),880,Soft Toilet Seats (1999),1999,Comedy
2359505,"GR: USD 367,939 (USA) (17 December 2000)",367939,Solas (1999),1999,Drama
2360108,"GR: USD 4,932,915 (USA) (15 September 1996)",4932915,Solo (1996),1996,Action
2360702,"GR: USD 608,032 (USA) (9 February 1997)",608032,Some Mother's Son (1996),1996,Drama
2360973,"GR: USD 10,278,549 (USA)",10278549,Someone to Watch Over Me (1987),1987,Action
2361284,"GR: USD 50,892,160 (USA)",50892160,Something to Talk About (1995),1995,Comedy
2361193,"GR: USD 5,656,087 (USA) (15 May 1983)",5656087,Something Wicked This Way Comes (1983),1983,Drama
2361575,"GR: USD 50,081,992 (USA)",50081992,Sommersby (1993),1993,Drama
2361784,"GR: USD 22,129,412 (USA)",22129412,Son of Flubber (1963),1963,Comedy
2362207,"GR: USD 15,495,830 (USA) (14 December 1986)",15495830,Song of the South (1946),1946,Animation
2363015,"GR: USD 19,962,353 (USA) (20 March 1983)",19962353,Sophie's Choice (1982),1982,Drama
2363738,"GR: USD 43,490,057 (USA) (19 January 1998)",43490057,Soul Food (1997),1997,Comedy
2363756,"GR: USD 27,820,000 (USA)",27820000,Soul Man (1986),1986,Comedy
2364254,"GR: USD 219,932 (USA) (26 April 1998)",219932,Sour Grapes (1998),1998,Comedy
2364498,"GR: USD 52,008,288 (USA) (26 September 1999)",52008288,South Park: Bigger Longer & Uncut (1999),1999,Animation
2364887,"GR: USD 160,697 (USA)",160697,Soy Cuba (1964),1964,Drama
2365078,"GR: USD 90,454,043 (USA) (14 January 2001)",90454043,Space Cowboys (2000),2000,Action
2365142,"GR: USD 90,443,603 (USA) (23 March 1997)",90443603,Space Jam (1996),1996,Adventure
2365297,"GR: USD 38,119,483 (USA)",38119483,Spaceballs (1987),1987,Adventure
2365633,"GR: USD 1,359,736 (USA)",1359736,Spanking the Monkey (1994),1994,Comedy
2365844,"GR: USD 1,830,650 (USA) (29 July 2012)",1830650,Spartacus (1960),1960,Adventure
2365920,"GR: USD 54,967,359 (USA) (30 November 1997)",54967359,Spawn (1997),1997,Action
2366246,"GR: USD 60,054,449 (USA)",60054449,Species (1995),1995,Action
2366248,"GR: USD 19,165,560 (USA) (28 June 1998)",19165560,Species II (1998),1998,Action
2366368,"GR: USD 20,664,501 (USA)",20664501,Speechless (1994),1994,Comedy
2366403,"GR: USD 121,248,145 (USA)",121248145,Speed (1994),1994,Action
2366408,"GR: USD 48,068,396 (USA) (7 September 1997)",48068396,Speed 2: Cruise Control (1997),1997,Action
2366980,"GR: USD 36,976,367 (USA) (19 April 1998)",36976367,Sphere (1998),1998,Drama
2367023,"GR: USD 29,247,405 (USA) (19 April 1998)",29247405,Spice World (1997),1997,Comedy
2367832,"GR: USD 62,100,000 (USA)",62100000,Splash (1984),1984,Comedy
2367921,"GR: USD 45,703 (USA) (31 October 1999)",45703,Splendor (1999),1999,Comedy
2369177,"GR: USD 7,553,105 (USA) (27 July 1997)",7553105,Sprung (1997),1997,Comedy
2369317,"GR: USD 26,906,039 (USA) (25 August 1996)",26906039,Spy Hard (1996),1996,Action
2370089,"GR: USD 36,754,543 (USA) (29 September 1985)",36754543,St. Elmo's Fire (1985),1985,Drama
2370742,"GR: USD 77,848 (USA)",77848,Stalingrad (1993),1993,Drama
2371052,"GR: USD 51,914,208 (USA) (1 February 1987)",51914208,Stand by Me (1986),1986,Adventure
2371502,"GR: USD 7,015,240 (USA) (22 March 1998)",7015240,Star Kid (1997),1997,Adventure
2371509,"GR: USD 592,573 (USA) (1 September 1997)",592573,Star Maps (1997),1997,Comedy
2371602,"GR: USD 67,458,579 (USA) (29 July 1984)",67458579,Star Trek III: The Search for Spock (1984),1984,Action
2371603,"GR: USD 67,931,249 (USA) (28 December 1986)",67931249,Star Trek IV: The Voyage Home (1986),1986,Adventure
2371610,"GR: USD 52,210,049 (USA)",52210049,Star Trek V: The Final Frontier (1989),1989,Action
2371611,"GR: USD 74,888,996 (USA)",74888996,Star Trek VI: The Undiscovered Country (1991),1991,Action
2371648,"GR: USD 92,001,027 (USA) (30 March 1997)",92001027,Star Trek: First Contact (1996),1996,Action
2371651,"GR: USD 75,668,868 (USA)",75668868,Star Trek: Generations (1994),1994,Action
2371654,"GR: USD 70,117,571 (USA) (28 March 1999)",70117571,Star Trek: Insurrection (1998),1998,Action
2371692,"GR: USD 39,658,976 (USA) (23 December 1979)",39658976,Star Trek: The Motion Picture (1979),1979,Adventure
2371705,"GR: USD 78,633,541 (USA) (17 October 1982)",78633541,Star Trek: The Wrath of Khan (1982),1982,Action
2371726,"GR: USD 460,935,665 (USA) (4 May 1997) (re-issue)",460935665,Star Wars (1977),1977,Action
2371778,"GR: USD 43,456,382 (USA) (27 May 2012)",43456382,Star Wars: Episode I - The Phantom Menace (1999),1999,Action
2371786,"GR: USD 290,475,067 (USA) (30 June 1997)",290475067,Star Wars: Episode V - The Empire Strikes Back (1980),1980,Action
2371787,"GR: USD 309,125,409 (USA) (8 June 1997) (re-issue)",309125409,Star Wars: Episode VI - Return of the Jedi (1983),1983,Action
2372012,"GR: USD 326,779 (USA) (28 September 1980)",326779,Stardust Memories (1980),1980,Comedy
2372068,"GR: USD 71,565,669 (USA)",71565669,Stargate (1994),1994,Action
2372234,"GR: USD 28,700,000 (USA)",28700000,Starman (1984),1984,Adventure
2372328,"GR: USD 111,987 (USA)",111987,Stars and Bars (1988),1988,Action
2372407,"GR: USD 54,700,065 (USA) (22 February 1998)",54700065,Starship Troopers (1997),1997,Action
2373212,"GR: USD 6,278,139 (USA)",6278139,Steal Big Steal Little (1995),1995,Comedy
2373221,"GR: USD 76,053 (USA) (10 September 2000)",76053,Steal This Movie (2000),2000,Biography
2373241,"GR: USD 4,573,330 (USA) (15 September 1996)",4573330,Stealing Beauty (1996),1996,Drama
2373256,"GR: USD 7,467,504 (USA)",7467504,Stealing Home (1988),1988,Drama
2373434,"GR: USD 1,686,429 (USA) (7 September 1997)",1686429,Steel (1997),1997,Action
2373470,"GR: USD 5,467,015 (USA) (19 November 1989)",5467015,Steel Magnolias (1989),1989,Drama
2373941,"GR: USD 91,137,662 (USA) (30 April 1999)",91137662,Stepmom (1998),1998,Comedy
2374542,"GR: USD 68,750 (USA) (6 February 2000)",68750,Stiff Upper Lips (1998),1998,Comedy
2374584,"GR: USD 50,041,732 (USA) (20 February 2000)",50041732,Stigmata (1999),1999,Horror
2374677,"GR: USD 212,267 (USA) (25 May 1998)",212267,Still Breathing (1997),1997,Comedy
2374686,"GR: USD 477,903 (USA) (14 February 1999)",477903,Still Crazy (1998),1998,Comedy
2375093,"GR: USD 21,133,087 (USA) (2 January 2000)",21133087,Stir of Echoes (1999),1999,Horror
2375659,"GR: USD 616,248 (USA) (29 September 1996)",616248,Stonewall (1995),1995,Comedy
2375749,"GR: USD 148,443 (USA) (5 December 1999)",148443,Stop Making Sense (1984),1984,Documentary
2375846,"GR: USD 28,411,210 (USA)",28411210,Stop! Or My Mom Will Shoot (1992),1992,Action
2376870,"GR: USD 7,919,000 (USA)",7919000,Strange Days (1995),1995,Crime
2377049,"GR: USD 631,221 (USA) (11 October 1998)",631221,Strangeland (1998),1998,Horror
2377127,"GR: USD 2,436,000 (USA)",2436000,Stranger Than Paradise (1984),1984,Comedy
2377877,"GR: USD 33,423,521 (USA)",33423521,Street Fighter (1994),1994,Action
2378398,"GR: USD 11,738,022 (USA)",11738022,Strictly Ballroom (1992),1992,Comedy
2378535,"GR: USD 780,471 (USA) (30 August 1998)",780471,Strike! (1998),1998,Comedy
2378594,"GR: USD 23,798,623 (USA)",23798623,Striking Distance (1993),1993,Action
2378750,"GR: USD 83,339,362 (USA) (8 November 1981)",83339362,Stripes (1981),1981,Comedy
