movieid,title,year,genres,Currency,Budget,Adjusted_Budget,Gross_Revenue,Adjusted_Gross_Revenue,Additional_Data,Copyright
2434846,The Funeral (1996),1996,"Crime, Drama",,,,"1,227,324.00","2,457,573.20","10,382 (Netherlands) (31 December 1998) | 10,373 (Netherlands) (1 January 1998) | 18,033 (Portugal) (23 January 1997) | 6,213 (Portugal) (9 January 1997)",© 1996 KIDS N.Y. L.L.C. All Rights Reserved. (on print)
1759685,Beautiful Thing (1996),1996,"Comedy, Drama, Romance",,,,"1,449,934.00","2,903,323.77","14,200 (Germany) | 26,183 (Netherlands) (31 December 1997) | 18,235 (Netherlands) (1 January 1997)",Copyright Channel Four Television Corporation MCMXCV
1759573,Beautiful Girls (1996),1996,"Comedy, Drama, Romance",,,,"20,837,000.00","41,723,662.83","14,603 (Netherlands) (31 December 1997) | 14,204 (Netherlands) (1 January 1997) | 7,389 (Portugal) (5 June 1997) | 3,965 (Portugal) (29 May 1997) (opening week)",Miramax Film Corp.
1760927,Before and After (1996),1996,"Crime, Drama, Mystery",,,,"17,292,000.00","34,625,213.69","8,323 (Netherlands) (1 January 1997) | 21,294 (Portugal) (18 April 1996)",Copyright ©MCMXCV HOLLYWOOD PICTURES COMPANY (on print)
2429043,The Empty Mirror (1996),1996,"Drama, History, War",,,,"10,750.00","21,525.62",,
1787911,Breaking the Waves (1996),1996,"Drama, Romance",,,,"4,040,691.00","8,091,012.57","897,193 (USA) (31 December 1997) | 191,305 (UK) (31 December 1997) | 146,059 (Belgium) (31 December 2000) | 624,414 (France) (31 December 2000) | 312,141 (France) (29 October 1996) | 203,755 (Germany) (31 December 1999) | 347,317 (Italy) (31 December 1999) | 112,320 (Netherlands) (31 December 1997) | 72,132 (Netherlands) (1 January 1997) | 44,820 (Portugal) (6 March 1997) | 37,098 (Portugal) (27 February 1997) | 28,346 (Portugal) (20 February 1997) | 8,292 (Portugal) (6 February 1997) | 390,372 (Spain) (15 April 2003) | 151,367 (Switzerland) (31 December 2000)","Zentropa Entertainments ApS and La Sept Cinéma, 1996 (on print)"
1851750,Das Superweib (1996),1996,Comedy,,,,"24,415,719.00","48,889,630.34","2,348,567 (Germany) (31 December 1996)",
1899694,Ed (1996),1996,"Comedy, Family, Sport",,,,"6,288,000.00","12,590,986.80",,
2156231,Manny & Lo (1996),1996,"Comedy, Drama",USD,"500,000.00","1,001,191.70","502,313.00","1,005,823.21",,"1996 Manny & Lo Films, LLC"
2231896,One Fine Day (1996),1996,"Comedy, Drama, Romance",,,,"46,112,540.00","92,334,984.46","229,712 (France) (25 February 1997) | 953,313 (Germany) (23 June 1997) | 916,097 (Germany) (16 June 1997) | 872,878 (Germany) (9 June 1997) | 815,207 (Germany) (2 June 1997) | 705,107 (Germany) (26 May 1997) | 582,743 (Germany) (20 May 1997) | 439,537 (Germany) (12 May 1997) | 181,913 (Germany) (opening week) | 122,978 (Netherlands) (31 December 1998) | 122,928 (Netherlands) (1 January 1998) | 46,801 (Portugal) (20 March 1997) | 40,260 (Portugal) (13 March 1997) | 25,336 (Portugal) (6 March 1997)",
2287637,Race the Sun (1996),1996,"Adventure, Comedy, Drama",,,,"1,945,552.00","3,895,741.02",,
1886830,Dong gong xi gong (1996),1996,Drama,,,,"46,470.00","93,050.76","5,115 (Netherlands) (31 December 1998)",
2107892,Late Bloomers (1996),1996,"Comedy, Drama, Romance",,,,"34,891.00","69,865.16",,
1889491,Down Periscope (1996),1996,Comedy,,,,"25,785,603.00","51,632,663.31","27,608 (Netherlands) (1 January 1997) | 12,839 (Portugal) (8 August 1996)",
2189969,Multiplicity (1996),1996,"Comedy, Romance, Sci-Fi",USD,"45,000,000.00","90,107,252.84","20,101,861.00","40,251,632.70","293,249 (France) (1 October 1996) | 96,393 (Germany) (3 November 1996) | 13,847 (Netherlands) (31 December 1997) | 13,827 (Netherlands) (1 January 1997) | 41,971 (Portugal) (21 November 1996) | 34,362 (Portugal) (14 November 1996) | 23,650 (Portugal) (7 November 1996) | 453,642 (Spain)",
2180670,Moll Flanders (1996),1996,"Drama, Romance",,,,"3,363,968.00","6,735,953.67",,
2074106,Kissed (1996),1996,Drama,,,,"465,417.00","931,943.27","3,055 (Netherlands) (31 December 1998)",© Copyright 1996 Boneyard Film Company Inc. All Rights Reserved (on print)
2076744,Kolja (1996),1996,"Comedy, Drama, Music",,,,"5,730,711.00","11,475,080.56","761,895 (Argentina) (15 July 1997) | 510,121 (Germany) (29 September 1997) | 489,228 (Germany) (22 September 1997) | 464,028 (Germany) (15 September 1997) | 428,594 (Germany) (8 September 1997) | 394,010 (Germany) (1 September 1997) | 312,708 (Germany) (18 August 1997) | 277,266 (Germany) (11 August 1997) | 231,178 (Germany) (4 August 1997) | 149,801 (Germany) (28 July 1997) | 64,846 (Germany) (opening week) | 43,842 (Netherlands) (31 December 1998) | 43,238 (Netherlands) (1 January 1998)","Biograf Jan Sverak, Portobello Pictures and Pandora Cinema, 1996 (on print)"
1890829,DragonHeart (1996),1996,"Action, Adventure, Drama, Fantasy",USD,"57,000,000.00","114,135,853.60","51,317,350.00","102,757,009.59","517,253 (France) (3 December 1996) | 1,484,879 (Germany) (12 January 1997) | 1,355,871 (Germany) (29 December 1996) | 1,119,554 (Germany) (15 December 1996) | 624,276 (Germany) (1 December 1996) | 72,233 (Netherlands) (1 January 1998) | 102,341 (Portugal) (28 November 1996) | 93,396 (Portugal) (21 November 1996) | 78,875 (Portugal) (14 November 1996) | 61,466 (Portugal) (7 November 1996) | 38,203 (Portugal) (31 October 1996) | 924,846 (Spain)","Universal City Studios, Inc."
1836516,Crash (1996),1996,Drama,USD,"9,000,000.00","18,021,450.57","3,168,660.00","6,344,872.17","541,663 (France) (3 September 1996) | 402,103 (France) (6 August 1996) | 16,548 (Netherlands) (31 December 1998) | 16,537 (Netherlands) (1 January 1998) | 78,535 (Portugal) (19 December 1996) | 75,794 (Portugal) (12 December 1996) | 72,621 (Portugal) (5 December 1996) | 67,629 (Portugal) (28 November 1996) | 61,232 (Portugal) (21 November 1996) | 53,333 (Portugal) (14 November 1996) | 44,531 (Portugal) (7 November 1996) | 32,353 (Portugal) (31 October 1996) | 19,569 (Portugal) (24 October 1996) | 10,359 (Portugal) (10 October 1996) | 204,526 (Spain)","Alliance Communications Corporation, In Trust"
2190354,Muppet Treasure Island (1996),1996,"Action, Adventure, Comedy, Family, Musical",,,,"33,609,000.00","67,298,103.57",,"Jim Henson Productions, Inc."
2268063,Ponette (1996),1996,Drama,,,,"1,351,319.00","2,705,858.73","4,819 (Netherlands) (31 December 1999) | 4,463 (Netherlands) (31 December 1998) | 14,038 (Spain)",Copyright © 1996 Les Films Alain Sarde - Rhône-Alpes Cinéma - Chrysalide Films
2290793,Ransom (1996),1996,"Crime, Thriller",USD,"80,000,000.00","160,190,671.72","136,448,821.00","273,222,853.64","1,909,970 (France) (25 February 1997) | 682,241 (France) (28 January 1997) | 2,270,127 (Germany) (26 January 1997) | 1,472,237 (Germany) (12 January 1997) | 591,446 (Netherlands) (1 January 1998) | 329,508 (Portugal) (27 March 1997) | 320,870 (Portugal) (20 March 1997) | 313,295 (Portugal) (13 March 1997) | 301,791 (Portugal) (6 March 1997) | 286,817 (Portugal) (27 February 1997) | 254,497 (Portugal) (20 February 1997) | 111,517 (Portugal) (6 February 1997)",
1886005,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),1996,"Comedy, Crime",,,,"39,255,889.00","78,605,340.35","55,070 (Germany) (14 July 1997) | 26,064 (Germany) (opening week)",
2073054,Kingpin (1996),1996,"Comedy, Sport",USD,"27,000,000.00","54,064,351.70","24,944,213.00","49,947,877.95","91,102 (Netherlands) (1 January 1997) | 159,077 (Spain)","Copyright ©1996 Rysher Entertainment, Inc. All Rights Reserved. (on print)"
1934787,Female Perversions (1996),1996,Drama,,,,"883,973.00","1,770,052.86",,"MAP Films, Inc., 1996 (on print)"
1935106,Feng yue (1996),1996,"Drama, Romance",,,,"1,084,532.00","2,171,648.87",658 (Netherlands) (31 December 1998),
2112512,Le huitième jour (1996),1996,"Comedy, Drama",FRF,"25,000,000.00","50,059,584.91","328,452.00","657,686.83","112,473 (Belgium) | 3,000,217 (France) (6 August 1996) | 84,911 (Germany) (15 December 1996) | 29,569 (Netherlands) (31 December 1997) | 24,564 (Netherlands) (1 January 1997)",
1923821,Everyone Says I Love You (1996),1996,"Comedy, Musical, Romance",USD,"20,000,000.00","40,047,667.93","9,714,482.00","19,452,117.46","1,338,231 (France) (25 March 1997) | 835,789 (France) (25 February 1997) | 392,611 (Germany) (22 September 1997) | 364,454 (Germany) (15 September 1997) | 315,392 (Germany) (8 September 1997) | 251,091 (Germany) (1 September 1997) | 168,538 (Germany) (25 August 1997) | 71,046 (Germany) (18 August 1997) (opening week) | 35,169 (Netherlands) (31 December 1998) | 34,543 (Netherlands) (1 January 1998) | 39,039 (Portugal) (26 June 1997) | 33,123 (Portugal) (19 June 1997) | 26,165 (Portugal) (12 June 1997) | 15,466 (Portugal) (5 June 1997) | 5,986 (Portugal) (29 May 1997) (opening week) | 506,503 (Spain) (15 April 2003)","Copyright © 1996 Magnolia Productions Inc., Sweetland Films, B.V. (on print)"
2109077,Lawnmower Man 2: Beyond Cyberspace (1996),1996,"Action, Sci-Fi, Thriller",,,,"2,200,664.00","4,406,573.05","2,352 (Netherlands) (1 January 1997)",
2270182,Portraits chinois (1996),1996,"Comedy, Romance",,,,"16,367.00","32,773.01",,© IMA FILMS et UGC IMAGES - FRANCE 2 CINEMA - POLAR PRODUCTIONS 1996
1835442,Courage Under Fire (1996),1996,"Drama, Mystery, Thriller, War",USD,"46,000,000.00","92,109,636.24","58,918,501.00","117,977,428.15","29,065 (Netherlands) (1 January 1998) | 71,943 (Portugal) (6 February 1997) | 65,845 (Portugal) (30 January 1997) | 48,642 (Portugal) (23 January 1997) | 27,849 (Portugal) (16 January 1997) | 724,164 (Spain)",
1913354,Emma (1996),1996,"Comedy, Romance",USD,"6,000,000.00","12,014,300.38","22,201,883.00","44,456,681.89","40,389 (Netherlands) (31 December 1997) | 26,563 (Netherlands) (1 January 1997) | 9,264 (Portugal) (20 February 1997) | 99,397 (Spain)",Matchmaker Films/Miramax Film Corp. 1996 (on print)
1857769,Dear God (1996),1996,Comedy,USD,"22,000,000.00","44,052,434.72","7,061,018.00","14,138,865.21",,
2163370,Maximum Risk (1996),1996,"Action, Adventure, Crime, Thriller",USD,"25,000,000.00","50,059,584.91","14,502,483.00","29,039,531.17","403,509 (France) (28 January 1997) | 188,500 (Germany) (26 January 1997) | 342,250 (Germany) (1997) | 115,486 (Portugal) (5 June 1997) | 104,814 (Portugal) (29 May 1997) | 88,820 (Portugal) (22 May 1997) | 42,323 (Portugal) (8 May 1997)",
2105754,Larger Than Life (1996),1996,"Comedy, Family",USD,"30,000,000.00","60,071,501.89","8,289,972.00","16,599,702.29","24,192 (Germany)","© 1996 United Artists Pictures, Inc."
2185767,Mother Night (1996),1996,"Drama, Romance, War",USD,"6,000,000.00","12,014,300.38","392,362.00","785,659.15",,"New Line Productions, Inc., 1996"
2128569,Lilian's Story (1996),1996,Drama,,,,"1,220.00","2,442.91",,
2134388,Lone Star (1996),1996,"Drama, Mystery, Romance",USD,"5,000,000.00","10,011,916.98","13,269,963.00","26,571,553.58","2,548 (Netherlands) (31 December 1998) | 2,037 (Netherlands) (1 January 1998) | 19,584 (Spain)",
2236888,Original Gangstas (1996),1996,"Action, Crime, Drama, Thriller",USD,"4,800,000.00","9,611,440.30","3,014,000.00","6,035,183.56",,
1931489,Fargo (1996),1996,"Crime, Drama, Thriller",USD,"7,000,000.00","14,016,683.78","24,611,975.00","49,282,610.09","623,957 (France) (31 December 1997) | 513,764 (France) (29 October 1996) | 375,651 (France) (1 October 1996) | 176,747 (Germany) (1 December 1996) | 49,547 (Germany) (17 November 1996) | 435,871 (Germany) | 65,550 (Netherlands) (31 December 1997) | 44,328 (Netherlands) (1 January 1997) | 508,999 (Spain)",Copyright © 1995 PolyGram Film Productions BV (on print)
2107118,Last Dance (1996),1996,"Drama, Thriller",,,,"5,858,000.00","11,729,961.94","97,199 (France) (3 September 1996) | 1,634 (Netherlands) (1 January 1997) | 67,915 (Portugal) (18 July 1996)",copyright 1995 Touchstone Pictures
2107343,Last Man Standing (1996),1996,"Action, Crime, Drama, Thriller, Western",USD,"67,000,000.00","134,159,687.56","18,127,448.00","36,298,100.90","256,766 (France) (25 March 1997) | 285,297 (Germany) (17 November 1996) | 112,282 (Germany) (3 November 1996) | 35,098 (Netherlands) (1 January 1997) | 52,474 (Portugal) (5 December 1996) | 42,163 (Portugal) (28 November 1996) | 27,535 (Portugal) (21 November 1996) | 243,192 (Spain)",
2248473,Paris Was a Woman (1996),1996,Documentary,,,,"44,774.00","89,654.71",,
2188458,Mr. Wrong (1996),1996,Comedy,,,,"12,350,030.00","24,729,495.02",,
1899769,Eddie (1996),1996,"Comedy, Sport",USD,"30,000,000.00","60,071,501.89","31,356,117.00","62,786,968.06",,
2162109,Matilda (1996),1996,"Comedy, Fantasy",USD,"36,000,000.00","72,085,802.27","33,084,249.00","66,247,350.88","179,770 (Netherlands) (31 December 1997) | 56,264 (Netherlands) (1 January 1997) | 41,080 (Portugal) (2 January 1997) | 19,455 (Portugal) (26 December 1996) | 198,820 (Spain)","Copyright © 1996 TriStar Pictures, Inc."
2135675,Looking for Richard (1996),1996,"Documentary, Drama",,,,"1,361,420.00","2,726,084.80","23,337 (Germany) | 1,543 (Netherlands) (31 December 1998) | 1,456 (Netherlands) (1 January 1998) | 23,379 (Spain)",
2160436,Mary Reilly (1996),1996,"Drama, Horror, Romance, Thriller",USD,"47,000,000.00","94,112,019.63","5,600,000.00","11,213,347.02","3,267 (Netherlands) (31 December 1997) | 3,000 (Netherlands) (1 January 1997) | 17,518 (Portugal) (4 July 1996)","Copyright © 1996 TriStar Pictures, Inc."
2160308,Marvin's Room (1996),1996,Drama,USD,"23,000,000.00","46,054,818.12","12,782,508.00","25,595,481.78","7,005 (Germany) (7 June 1998) (opening week) (re-release) | 471,357 (Germany) (14 July 1997) | 427,796 (Germany) (7 July 1997) | 348,830 (Germany) (30 June 1997) | 256,297 (Germany) (23 June 1997) | 143,851 (Germany) (16 June 1997) | 56,873 (Germany) (opening week) | 32,841 (Netherlands) (31 December 1998) | 31,224 (Netherlands) (1 January 1998) | 11,609 (Portugal) (31 July 1997) | 6,551 (Portugal) (24 July 1997) (opening week)",1996 Miramax Film Corp. (on print)
1926507,Extreme Measures (1996),1996,"Crime, Drama, Mystery, Thriller",USD,"38,000,000.00","76,090,569.07","17,305,211.00","34,651,667.18","183,593 (Germany) (29 December 1996) | 31,976 (Netherlands) (31 December 1997) | 38,584 (Portugal) (29 May 1997) | 31,039 (Portugal) (22 May 1997) | 164,530 (Spain)",Castle Rock Entertainment
1854045,Daylight (1996),1996,"Action, Adventure, Thriller",USD,"80,000,000.00","160,190,671.72","32,885,565.00","65,849,509.34","1,252,623 (France) (28 January 1997) | 805,002 (France) (31 December 1996) | 1,036,333 (Germany) (3 March 1997) | 947,972 (Germany) (23 February 1997) | 314,200 (Germany) (9 February 1997) | 273,687 (Netherlands) (31 December 1997) | 130,423 (Netherlands) (1 January 1997) | 221,578 (Portugal) (30 January 1997) | 211,016 (Portugal) (16 January 1997) | 198,099 (Portugal) (9 January 1997) | 171,509 (Portugal) (2 January 1997) | 122,595 (Portugal) (26 December 1996) | 66,829 (Portugal) (19 December 1996) | 841,303 (Spain)",
1926854,Eye for an Eye (1996),1996,"Crime, Drama, Thriller",USD,"20,000,000.00","40,047,667.93","26,792,700.00","53,649,257.63",,
1934075,Feeling Minnesota (1996),1996,"Comedy, Crime, Drama, Romance",,,,"3,102,672.00","6,212,738.90",,
2188768,Mrs. Winterbourne (1996),1996,"Comedy, Drama, Romance",USD,"25,000,000.00","50,059,584.91","10,070,000.00","20,164,000.80",,
2159587,Mars Attacks! (1996),1996,"Comedy, Sci-Fi",USD,"70,000,000.00","140,166,837.75","37,754,208.00","75,598,399.25","1,951,569 (France) (22 April 1997) | 1,664,028 (France) (25 March 1997) | 216,767 (France) (4 March 1997) (opening week) | 30,156 (France) (26 February 1997) | 719,593 (France) (opening week) | 666,513 (Germany) (24 March 1997) | 576,747 (Germany) (18 March 1997) | 417,147 (Germany) (11 March 1997) | 205,026 (Germany) (opening week) | 55,582 (Netherlands) (31 December 1998) | 55,500 (Netherlands) (1 January 1998) | 101,515 (Portugal) (3 April 1997) | 90,624 (Portugal) (27 March 1997) | 67,789 (Portugal) (20 March 1997) | 44,084 (Portugal) (13 March 1997) | 106,868 (Sweden)",
1866000,Der Unhold (1996),1996,Drama,,,,"49,166.00","98,449.18","169,230 (Germany) (1996)",
1916996,Entertaining Angels: The Dorothy Day Story (1996),1996,"Biography, Drama",,,,"711,872.00","1,425,440.67",,
2275139,Primal Fear (1996),1996,"Crime, Drama, Mystery, Thriller",USD,"30,000,000.00","60,071,501.89","56,059,267.00","112,252,145.46","307,453 (France) (25 June 1996) | 181,682 (Netherlands) (31 December 1997) | 181,669 (Netherlands) (1 January 1997) | 139,225 (Portugal) (18 July 1996)",copyright MCMXCVI Paramount Pictures Corporation
1871727,Diabolique (1996),1996,"Drama, Horror, Mystery, Thriller",,,,"17,000,000.00","34,040,517.74","600,000 (France) (25 June 1996) | 23,349 (Netherlands) (1 January 1997) | 89,758 (Portugal) (31 October 1996) | 80,907 (Portugal) (24 October 1996) | 52,042 (Portugal) (10 October 1996) | 28,890 (Portugal) (3 October 1996)",
2196454,"Más que amor, frenesí (1996)",1996,"Comedy, Drama, Thriller",,,,"133,887,454.00","268,094,014.88","235,090 (Spain)",
2209608,Night Falls on Manhattan (1996),1996,"Crime, Drama",,,,"9,881,286.00","19,786,123.02","20,962 (Germany) (opening week) | 142 (Japan) (1997) | 4,837 (Netherlands) (31 December 1998) | 4,526 (Netherlands) (1 January 1998) | 24,231 (Portugal) (7 August 1997) | 19,197 (Portugal) (31 July 1997) | 11,973 (Portugal) (24 July 1997) (opening week)",
2258248,Phenomenon (1996),1996,"Drama, Fantasy, Romance, Sci-Fi",USD,"32,000,000.00","64,076,268.69","104,632,573.00","209,514,526.90","560,000 (France) (29 October 1996) | 363,666 (France) (1 October 1996) | 359,369 (Germany) (20 October 1996) | 133,367 (Netherlands) (31 December 1997) | 133,248 (Netherlands) (1 January 1997) | 138,634 (Portugal) (12 December 1996) | 129,129 (Portugal) (5 December 1996) | 112,374 (Portugal) (28 November 1996) | 86,565 (Portugal) (21 November 1996) | 52,503 (Portugal) (14 November 1996) | 986,838 (Spain)",Copyright ©MCMXCVI Touchstone Pictures All Rights Reserved (on print)
1895425,Dunston Checks In (1996),1996,"Adventure, Comedy, Family",,,,"18,838,000.00","37,720,898.42","54,362 (Netherlands) (1 January 1997) | 14,325 (Portugal) (25 July 1996) | 276,184 (Spain)",
2139928,Love Is All There Is (1996),1996,"Comedy, Romance",,,,"32,925.00","65,928.47",,
1821619,Citizen Ruth (1996),1996,"Comedy, Drama",USD,"3,000,000.00","6,007,150.19","153,155.00","306,675.03",,
1928940,Faithful (1996),1996,"Comedy, Crime, Drama",USD,"13,000,000.00","26,030,984.15","2,104,000.00","4,213,014.67",,
2122788,Les voleurs (1996),1996,"Crime, Drama, Romance",,,,"939,304.00","1,880,846.73","839,569 (France) (1 October 1996) | 504,973 (France) (3 September 1996) | 25,523 (Spain)",
